TYPE|TEXT|NID|LCODE|COMPLETE_DATE|LIMIT_DATE|RESULT|REQUEST_DATE|REVIEW_DATE|HEIGHT_LIMIT|WEIGHT_LIMIT|ROAD_WORK|TIME_ID|POI_CAT|POI_DATE|NET_CAT|NET_DATE|MAP_CAT|MAP_DATE|DATA_CHECK|SERVICE_CHECK|URL|CREATE_DATE|UPDATE_DATE|DEL_FLAG|CMMS_UPDATE_DATE
시설|소노펠리체 델피노 2021-10-22 오픈예정|13965|662 394 7783|2021-10-22|2021-10-19|완료|2021-10-11|2021-10-12|||||완료||완료|2021-10-25|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\03.비정기실사요청\\\\3. 실사팀_참고자료\\\\2021_10\\\\1007\\\\R2021100702_컨텐츠구축3팀(실사팀 실사요청서).docx|2021-10-07|2021-10-18|0|2021-12-23 09:08:50.537148|POLYGON ((1087087.980959 2023880.025584, 1087107.480959 2023867.025584, 1087146.480959 2023813.025584, 1087188.980959 2023695.525584, 1087190.480959 2023680.525584, 1087203.480959 2023644.525584, 1087214.980959 2023622.025584, 1087227.980959 2023601.025584, 1087347.480959 2023660.525584, 1087333.480959 2023693.525584, 1087260.980959 2023740.525584, 1087259.480959 2023775.525584, 1087247.980959 2023820.525584, 1087203.480959 2023928.025584, 1087198.980959 2023948.525584, 1087091.980959 2023901.025584, 1087084.980959 2023892.025584, 1087087.980959 2023880.025584))
시설|청풍호 출렁다리 - 2021-10-22 오픈예정|11720|525 894 4960|2021-10-22|2021-11-09|완료|2021-10-25|2021-10-26|||||완료||완료|2021-11-08|구축요청| |Yes|Yes|https://www.yna.co.kr/view/AKR20200608099500064?input=1179m|2020-06-09|2021-11-01|0|2021-12-23 09:08:50.537148|POLYGON ((1065147.319371 1883757.980613, 1064903.319371 1883117.980613, 1065767.319371 1882953.980613, 1065911.319371 1883589.980613, 1065147.319371 1883757.980613))
시설|동읍 용잠리 공영주차장 2021-10-25 조성|14015|345 784 9809|2021-10-25|2021-11-16|완료|2021-11-01|2021-11-02|||||완료||완료| |예정| |Yes|Yes|https://newsis.com/view/?id=NISX20211025_0001625230&cID=10812&pID=10800|2021-10-26|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1107694.76396367 1698807.50550387, 1107689.51396367 1698807.50550387, 1107611.76396367 1698782.25550387, 1107615.26396367 1698769.50550387, 1107636.76396367 1698772.00550387, 1107650.76396367 1698773.75550387, 1107697.51396367 1698793.50550387, 1107699.01396367 1698800.75550387, 1107694.76396367 1698807.50550387))
도로 : 일반도로|용앙리 도로신설 확인요청|13994|287 652 5879|2021-10-25|2021-11-09|완료|2021-10-25|2021-10-26|||||해당없음||완료|2021-11-02|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\03.비정기실사요청\\\\3. 실사팀_참고자료\\\\2021_10\\\\1014\\\\R2021101401_컨텐츠구축3팀(실사팀 실사요청서).docx|2021-10-14|2021-11-01|0|2021-12-23 09:08:50.537148|POLYGON ((905542.944656292 1639136.14276028, 905541.444656292 1639148.64276028, 905455.944656292 1639146.64276028, 905459.944656292 1639131.14276028, 905548.944656292 1638930.64276028, 905633.944656292 1638791.64276028, 905635.444656292 1638775.64276028, 905440.944656292 1638706.14276028, 905387.944656292 1638700.64276028, 905381.944656292 1638686.14276028, 905396.444656292 1638681.64276028, 905446.944656292 1638691.64276028, 905650.444656292 1638761.64276028, 905652.444656292 1638792.14276028, 905560.444656292 1638938.64276028, 905542.944656292 1639136.14276028))
도로 : 일반도로|중랑IC 접속 연결로 2021-10-25 16시 개통예정|14013|597 633 2868|2021-10-25|2021-11-16|완료|2021-11-01|2021-11-01|||||해당없음||완료|2021-10-25|구축요청| |Yes|Yes|https://www.yna.co.kr/view/AKR20211025047900004|2021-10-25|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((965924.06 1956863.73, 965915.81 1956859.98, 965921.56 1956852.23, 965928.31 1956853.98, 965971.56 1956840.48, 966031.56 1956839.48, 966066.466719842 1956840.12762325, 966115.31 1956860.48, 966169.06 1956855.48, 966225.716719842 1956850.87762325, 966322.106960696 1956847.28931966, 966514.106960696 1956861.28931967, 966511.606960696 1956854.28931966, 966532.606960697 1956864.78931966, 966510.106960696 1956876.78931966, 966510.606960696 1956867.78931966, 966328.216719842 1956861.25262325, 966329.216719842 1956897.50262325, 966328.716719842 1956905.00262325, 966325.216719842 1956906.50262325, 966306.466719842 1956908.00262325, 966276.966719842 1956907.00262325, 966277.966719842 1956912.25262325, 966260.466719842 1956906.00262325, 966274.966719842 1956894.75262325, 966275.966719842 1956901.00262325, 966303.466719842 1956901.00262325, 966312.466719842 1956900.00262325, 966313.716719842 1956867.25262325, 966310.216719842 1956861.50262325, 966170.716719842 1956863.37762325, 966106.56 1956869.73, 966085.466719842 1956869.37762325, 966028.466719842 1956854.62762325, 965972.31 1956850.73, 965935.56 1956863.48, 965924.06 1956863.73))
시설|대명항 자주식 주차장 2021-10-25 조성|14016|600 712 6679|2021-10-25|2021-11-16|완료|2021-11-01||||||구축요청||해당없음| |구축요청| |Yes|Yes|https://moneys.mt.co.kr/news/mwView.php?no=2021102515098014077|2021-10-26|2021-10-26|0|2021-12-23 09:08:50.537148|POLYGON ((915523.23647 1960399.600869, 915475.61147 1960368.225869, 915489.48647 1960349.725869, 915491.23647 1960349.475869, 915536.73647 1960384.475869, 915536.36147 1960386.850869, 915523.23647 1960399.600869))
도로 : 일반도로|진천읍 읍내리 회전교차로 변경 확인요청|13995|516 673 6483|2021-10-25|2021-11-09|완료|2021-10-25|2021-10-25|||||해당없음||완료|2021-11-02|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\03.비정기실사요청\\\\3. 실사팀_참고자료\\\\2021_10\\\\1014\\\\R2021101402_컨텐츠구축3팀(실사팀 실사요청서).docx|2021-10-14|2021-11-01|0|2021-12-23 09:08:50.537148|POLYGON ((995535.584312697 1873677.51446111, 995479.334312697 1873645.26446111, 995482.084312697 1873624.26446111, 995521.334312697 1873601.26446111, 995553.084312697 1873598.76446111, 995592.584312697 1873619.01446111, 995598.584312697 1873639.26446111, 995570.334312697 1873671.76446111, 995535.584312697 1873677.51446111))
시설|지현동 공영주차장 2021-10-26 조성|14014|527 504 1696|2021-10-26|2021-11-16|완료|2021-11-01|2021-11-02|||||구축요청||완료|2021-11-10|구축요청| |Yes|Yes|http://www.nbnnews.co.kr/news/articleView.html?idxno=627037|2021-10-26|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1038523.491185 1884867.337908, 1038519.491185 1884867.587908, 1038495.991185 1884850.837908, 1038517.241185 1884819.587908, 1038531.741185 1884821.587908, 1038523.491185 1884867.337908))
도로 : 일반도로|전주 효천교 - 2021-10-26 개통|9806|401 943 2798|2021-10-26|2021-10-19|완료|2021-11-15|2021-11-15|||||구축요청||완료|2021-10-27|구축요청| |Yes|Yes|http://www.jeonmin.co.kr/news/articleView.html?idxno=339210|2019-12-11|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((964398.902300678 1755902.86076475, 964399.902300678 1755862.86076475, 964922.902300678 1755859.86076475, 964920.902300678 1755892.86076475, 964398.902300678 1755902.86076475))
도로 : 일반도로|구세군옆 (소로 2-71) 도시계획도로 2021-10 말 준공|14028|497 012 9846|2021-10-27|2021-11-16|완료|2021-11-01|2021-11-02|||||해당없음||완료|2021-11-08|구축요청| |Yes|Yes|https://www.asiatoday.co.kr/view.php?key=20211027010015498|2021-10-27|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((940607.6263466 1853632.5721148, 940614.2513466 1853626.4471148, 940629.0013466 1853636.5721148, 940632.6263466 1853643.4471148, 940742.6263466 1853620.9471148, 940743.7513466 1853626.0721148, 940634.5013466 1853647.5721148, 940634.0013466 1853699.5721148, 940626.3763466 1853699.8221148, 940627.2513466 1853673.6971148, 940628.2513466 1853658.8221148, 940619.3763466 1853640.9471148, 940607.6263466 1853632.5721148))
시설|동삭동행정복지센터 2021-10-28 준공|14035|533 333 2741|2021-10-28|2021-11-16|완료|2021-11-01|2021-11-02|||||구축요청||완료|2021-11-10|구축요청| |Yes|Yes|http://www.newsfreezone.co.kr/news/articleView.html?idxno=342033|2021-10-28|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((964720.696378518 1890848.60650601, 964692.196378519 1890810.10650601, 964722.196378519 1890782.60650601, 964730.196378518 1890781.10650601, 964769.696378519 1890830.60650601, 964729.196378519 1890858.10650601, 964720.696378518 1890848.60650601))
도로 : 일반도로|신례원리 회전교차로 2021-10-28 준공|14038|501 512 9900|2021-10-28|2021-11-16|완료|2021-11-08|2021-11-08|||||구축요청||구축요청| |구축요청| |Yes|Yes|https://www.ccdailynews.com/news/articleView.html?idxno=2090186|2021-10-29|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((941135.582915 1858291.896205, 941118.832915 1858280.146205, 941094.582915 1858300.896205, 941074.582915 1858282.646205, 941100.832915 1858259.146205, 941084.832915 1858240.396205, 941078.082915 1858230.646205, 941091.082915 1858217.896205, 941151.082915 1858287.646205, 941137.082915 1858295.896205, 941135.582915 1858291.896205))
도로 : 일반도로|양산 하북 지경고개 교차로 개선공사  2021-10-30 준공예정|13635|369 315 4209|2021-10-30|2021-10-19|완료|2021-10-25|2021-10-26|||||해당없음||완료|2021-11-05|구축요청| |Yes|Yes|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\고성죽계-마산진전1_국도14호선_및_양산_하북_지경고개_교차로_개선공사 (nid = 9305_13635)|2021-07-09|2021-11-01|0|2021-12-23 09:08:50.537148|POLYGON ((1144340.107811 1723514.122187, 1144315.357811 1723518.747187, 1144308.732811 1723485.247187, 1144300.107811 1723464.747187, 1144290.857811 1723458.747187, 1144283.982811 1723442.372187, 1144292.607811 1723441.872187, 1144301.857811 1723435.622187, 1144326.107811 1723435.872187, 1144333.482811 1723459.122187, 1144347.982811 1723471.122187, 1144354.857811 1723470.247187, 1144363.982811 1723478.747187, 1144362.107811 1723494.497187, 1144344.857811 1723485.997187, 1144338.857811 1723488.747187, 1144337.732811 1723496.497187, 1144340.107811 1723514.122187))
도로 : 일반도로|지하철 1호선 탕정역 2021-10-30 개통예정|5369|508 823 2537|2021-10-30|2021-10-19|완료|2021-11-08|2021-11-08|||||예정||완료|2021-07-23|완료| |Yes|Yes|https://blog.naver.com/junoyeon/222511443103|2019-02-11|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((962851.14365698 1865642.93337979, 962870.425320497 1865595.29632875, 963027.325131461 1865651.62903196, 963002.37239044 1865706.82751968, 962851.14365698 1865642.93337979))
도로 : 일반도로|봉개동 도시계획도로 2021-10월 개통예정|10796|152 672 7196|2021-10-30|2021-10-12|완료|2021-11-01|2021-11-02|||||해당없음||완료|2021-10-05|해당없음| |Yes|Yes|http://www.gukjenews.com/news/articleView.html?idxno=2316284|2020-03-17|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((915375.682287 1500497.94384, 915281.682287 1500272.94384, 915707.682287 1500032.94384, 915715.682287 1500049.94384, 915637.182287 1500095.44384, 915651.182287 1500126.44384, 915639.182287 1500133.44384, 915622.682287 1500102.44384, 915444.682287 1500204.44384, 915459.682287 1500237.94384, 915443.182287 1500245.44384, 915427.682287 1500214.44384, 915405.682287 1500228.44384, 915451.182287 1500318.44384, 915449.182287 1500345.94384, 915435.682287 1500344.44384, 915436.682287 1500320.94384, 915392.182287 1500236.44384, 915317.182287 1500281.94384, 915403.682287 1500480.94384, 915375.682287 1500497.94384))
아파트|동대구에일린의뜰-2021년10월예정|8230|411 304 9092|2021-10-30|2021-11-16|완료|2021-11-01|2021-11-01|||||완료|2021-10-20|완료|2019-09-26|완료| |Yes|Yes|http://www.dongdaegu-eileen.co.kr/pages/danzi/view.asp|2019-07-08|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((1100796.27176648 1766117.12150092, 1100772.27176648 1765913.12150092, 1100968.27176648 1765895.12150092, 1100898.27176648 1766102.12150092, 1100796.27176648 1766117.12150092))
시설|검단신도시 옥계공원 2021년 10월 30일 예정|7106|596 022 8442|2021-10-30|2021-10-19|완료|2021-10-04|2021-10-05|||||완료||예정|2021-09-17|구축요청| |Yes|Yes|https://blog.naver.com/skuniv93/221542412206|2019-04-18|2021-10-12|0|2021-12-23 09:08:50.537148|POLYGON ((929745.752120742 1955470.71712063, 929834.752120742 1955279.71712063, 929879.752120742 1955294.71712063, 929979.752120742 1955505.71712063, 929879.752120742 1955552.71712063, 929745.752120742 1955470.71712063))
시설|서영아너시티1차 - 2021.11 예정|11010|595 912 8543|2021-10-31|2021-11-16|완료|2021-11-01|2021-11-02|||||예정||완료| |구축요청| |Yes|Yes|https://blog.naver.com/gee9150/221842076573|2020-03-30|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((930646.291438229 1955316.79534745, 930681.791438229 1955273.29534745, 930725.791438229 1955301.29534745, 930685.291438229 1955340.79534745, 930646.291438229 1955316.79534745))
아파트|하남감일스윗시티 B3블록 - 2021년10월|6535|586 743 3335|2021-10-31|2021-11-01|완료|2021-11-01|2021-11-01|||||완료|2021-10-20|완료|2021-09-13|완료| |Yes|Yes|http://www.sweetcityb3.co.kr/sub02/sub02_03.php|2019-03-25|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((969797.304331855 1945765.83057607, 969724.304331855 1945576.83057607, 969840.304331855 1945536.83057607, 969925.304331855 1945717.83057607, 969797.304331855 1945765.83057607))
도로 : 일반도로|정실예비군 훈련장 입구 교차로 구조개선 2021-07 준공예정|13405|150 942 6241|2021-10-31|2021-11-23|완료|2021-11-01|2021-11-01|||||해당없음||완료|2021-07-05|구축요청| |Yes|Yes|http://www.gukjenews.com/news/articleView.html?idxno=2226045|2021-05-21|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((907220.139336417 1498622.98436403, 907231.795457462 1498509.49055385, 907294.983903129 1498558.56895825, 907234.862857737 1498637.70788535, 907220.139336417 1498622.98436403))
시설|삼남물류단지 2021-06-03 준공|11521|374 185 4504|2021-10-31|2021-09-21|완료|2021-09-27|2021-09-28|||||해당없음||완료|2021-10-05|구축요청| |Yes|Yes|https://www.ulsanpress.net/news/articleView.html?idxno=378445|2020-05-20|2021-10-05|0|2021-12-23 09:08:50.537148|POLYGON ((1146900.629457 1729182.004997, 1146330.629457 1728172.004997, 1146744.629457 1727950.004997, 1147032.629457 1729128.004997, 1146900.629457 1729182.004997))
아파트|평택뉴비전엘크루 -2021년10월|3504|530 323 2890|2021-10-31|2021-11-16|완료|2021-11-01|2021-11-01|||||완료|2021-10-20|완료|2021-10-06|완료| |Yes|Yes|https://blog.naver.com/smart4985/221560151822|2018-09-11|2021-11-12|0|2021-12-23 09:08:50.537148|POLYGON ((965879.879608193 1887772.49186626, 965869.879608193 1887760.74186626, 965871.379608193 1887681.99186626, 965882.317608565 1887554.2342201, 965948.817608565 1887568.7342201, 966054.317608565 1887579.7342201, 966146.317608565 1887532.2342201, 966198.817608565 1887629.2342201, 966162.317608565 1887663.2342201, 966089.817608565 1887788.7342201, 966048.317608565 1887869.2342201, 965943.817608565 1887808.2342201, 965879.879608193 1887772.49186626))
시설|거창 감악산골프장 2021-10 준공|4815|379 764 1375|2021-10-31|2021-11-02|완료|2021-10-18|2021-10-19|||||완료||완료|2021-01-27|구축요청| |Yes|Yes|http://www.golfin.co.kr/news/articleView.html?idxno=3229|2019-01-09|2021-10-25|0|2021-12-23 09:08:50.537148|POLYGON ((1038034.788798 1734487.072649, 1037270.788798 1734251.072649, 1036990.788798 1733971.072649, 1036082.788798 1733451.072649, 1035238.788798 1732851.072649, 1035274.788798 1732431.072649, 1035446.788798 1731631.072649, 1036270.788798 1732335.072649, 1037086.788798 1732831.072649, 1037594.788798 1733703.072649, 1038162.788798 1734323.072649, 1038034.788798 1734487.072649))
시설|스페이스온 - 2021년 10월 완공 예정|11048|407 403 2512|2021-10-31|2021-10-05|완료|2021-11-01|2021-11-01|||||예정||완료|2021-09-27|구축요청| |Yes|Yes|http://www.s-on.kr/page_0501.html|2020-03-31|2021-11-08|0|2021-12-23 09:08:50.537148|POLYGON ((962275.984515646 1761572.07822972, 962212.984515646 1761467.57822972, 962307.484515646 1761415.57822972, 962354.984515646 1761534.57822972, 962275.984515646 1761572.07822972))
시설|제주더그레이튼오피스텔 - 2021.10 예정|6890|126 892 6872|2021-10-31|2021-10-19|완료|2021-11-01|2021-11-04|||||완료|2021-10-20|완료|2019-11-27|완료| |Yes|Yes|https://blog.naver.com/yiwoo111/222434720305|2019-04-03|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((912404.101407404 1473843.14030124, 912413.351407404 1473805.14030124, 912447.109383792 1473810.64056247, 912438.351407404 1473848.14030124, 912404.101407404 1473843.14030124))
시설|인천 연수구 형지글로벌패션복합센터 2021년 10월 예정|1239|572 562 7782|2021-10-31|2021-10-05|완료|2021-09-13|2021-09-14|||||예정||완료|2021-09-27|구축요청| |Yes|Yes|https://blog.naver.com/seventeen605/222181783893|2018-04-05|2021-09-23|0|2021-12-23 09:08:50.537148|POLYGON ((924182.167135827 1931436.28866658, 924285.167135827 1931263.78866658, 924324.167135827 1931308.28866658, 924220.667135827 1931486.28866658, 924182.167135827 1931436.28866658))
아파트|하남감일스윗시티 B4블록 -2021년10월|6536|586 553 3324|2021-10-31|2021-11-16|완료|2021-11-01|2021-11-01|||||완료|2021-10-20|완료|2021-09-13|완료| |Yes|Yes|https://blog.naver.com/463332a/222395138777|2019-03-25|2021-11-12|0|2021-12-23 09:08:50.537148|POLYGON ((969691.263116964 1945550.88430431, 969568.763116964 1945419.38430431, 969745.263116964 1945332.88430431, 969824.763116964 1945503.38430431, 969691.263116964 1945550.88430431))
시설|세종시립도서관 2021년 11월 예정|5793|478 783 4219|2021-10-31|2021-10-05|완료|2021-11-08|2021-11-08|||||예정||완료|2021-09-27|완료|2021-09-29|Yes|Yes|http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=115560|2019-03-05|2021-11-15|0|2021-12-23 09:08:50.537148|POLYGON ((976715.501017983 1834856.52374563, 976682.501017983 1834788.52374563, 976667.501017983 1834685.52374563, 976826.501017983 1834658.52374563, 976827.501017983 1834814.52374563, 976715.501017983 1834856.52374563))
시설|오산문화체육스포츠센터 - 2021.10 준공 예정|13234|548 573 2394|2021-10-31|2021-10-31|완료|2021-10-18|2021-10-18|||||예정||완료|2021-10-28|구축요청| |Yes|Yes|https://moneys.mt.co.kr/news/mwView.php?no=2021020819508037782|2021-04-02|2021-10-25|0|2021-12-23 09:08:50.537148|POLYGON ((961856.885521175 1906492.06944516, 961898.385521175 1906403.06944516, 961994.885521175 1906423.56944516, 962015.385521175 1906448.56944516, 962023.885521175 1906487.06944516, 961968.385521175 1906585.06944516, 961856.885521175 1906492.06944516))
